date, pm25, pm10, o3, no2, so2, co
2016/11/4, 58, , 15, 13, , 2
2016/11/5, 40, , 14, 15, , 4
2016/11/6, 42, , 14, 12, , 2
2016/11/7, 38, , 13, 16, 2, 3
2016/11/8, 38, , 7, 32, 2, 8
2016/11/9, 61, , 19, 33, 1, 5
2016/11/10, 61, , 18, 28, , 3
2016/11/11, 41, , 24, 24, , 2
2016/11/12, 49, , 25, 23, , 2
2016/11/13, 33, , 27, 26, , 3
2016/11/14, 36, , 22, 44, 1, 5
2016/11/15, 53, , 24, 29, , 5
2016/11/16, 52, , 16, 23, , 3
2016/11/17, 36, , 20, 16, , 3
2016/11/18, 46, , 19, 23, , 4
2016/11/19, 53, , 16, 11, , 2
2016/11/20, 35, , 23, 5, , 2
2016/11/21, 24, , 23, 13, , 2
2016/11/22, 33, , 24, 13, , 2
2016/11/23, 39, , 22, 13, , 2
2016/11/24, 42, , 10, 20, , 3
2016/11/25, 50, , 7, 19, , 4
2016/11/26, 60, , 8, 12, , 5
2016/11/27, 59, , 23, 7, , 2
2016/11/28, 39, , 15, 23, 1, 5
2016/11/29, 49, , 25, 25, 2, 5
2016/11/30, 50, , 23, 17, , 3
2016/12/1, 34, , 17, 14, , 2
2016/12/2, 31, , 8, 15, , 3
2016/12/3, 34, , 18, 8, , 2
2016/12/4, 28, , 28, 13, , 2
2016/12/5, 38, , 8, 35, 1, 5
2016/12/6, 54, , 15, 22, , 4
2016/12/7, 47, , 19, 23, , 4
2016/12/8, 58, , 16, 19, , 4
2016/12/9, 63, , 23, 13, , 2
2016/12/10, 39, , 23, 13, , 2
2016/12/11, 49, , 21, 23, , 4
2016/12/12, 58, , 12, 23, , 4
2016/12/13, 49, , 16, 19, , 3
2016/12/14, 48, , 18, 23, , 3
2016/12/15, 68, , 25, 15, , 2
2016/12/16, 45, , 23, 20, , 3
2016/12/17, 55, , 4, 28, , 5
2016/12/18, 68, , 25, 9, , 2
2016/12/19, 52, , 24, 20, , 2
2016/12/20, 46, , 22, 28, 1, 4
2016/12/21, 59, , 16, 27, , 4
2016/12/22, 65, , 8, 30, 1, 6
2016/12/23, 80, , 19, 20, , 3
2016/12/24, 52, , 15, 17, , 3
2016/12/25, 58, , 26, 13, , 2
2016/12/26, 40, , 28, 16, , 2
2016/12/27, 44, , 26, 10, , 2
2016/12/28, 42, , 16, 17, , 3
2016/12/29, 43, , 14, 22, 1, 6
2016/12/30, 48, , 22, 10, , 2
2016/12/31, 39, , 26, 11, , 2
2017/1/1, 48, , 22, 12, , 2
2017/1/2, 47, , 20, 26, 1, 7
2016/7/1, 38, , 27, 7, , 2
2016/7/2, 27, , 33, 6, , 2
2016/7/3, 35, , 42, 6, , 2
2016/7/4, 49, , 29, 14, , 2
2016/7/5, 36, , 50, 17, , 3
2016/7/6, 57, , 38, 10, , 2
2016/7/7, 52, , 24, 6, , 1
2016/7/8, 36, , 19, 3, , 1
2016/7/9, 22, , 20, 6, , 1
2016/7/10, 20, , 20, 12, , 2
2016/7/11, 40, , 40, 14, , 2
2016/7/12, 44, , 42, 12, , 2
2016/7/13, 44, , 27, 8, , 2
2016/7/14, 28, , 41, 11, , 3
2016/7/15, 43, , 37, 11, , 2
2016/7/16, 31, , 29, 14, , 3
2016/7/17, 51, , 48, 20, , 3
2016/7/18, 56, , 27, 12, , 2
2016/7/19, 41, , 24, 13, , 2
2016/7/20, 47, , 59, 17, , 3
2016/7/21, 52, , 64, 13, , 3
2016/7/22, 57, , 32, 9, , 2
2016/7/23, 46, , 26, 10, , 2
2016/7/24, 24, , 44, 19, 1, 4
2016/7/25, 51, , 25, 12, , 2
2016/7/26, 32, , 35, 12, , 2
2016/7/27, 35, , 44, 17, , 3
2016/7/28, 42, , 26, 14, , 2
2016/7/29, 48, , 22, 9, , 2
2016/7/30, 37, , 21, 6, , 2
2016/7/31, 39, , 17, 6, , 1
2016/8/1, 29, , 14, 9, , 2
2016/8/2, 35, , 18, 6, , 2
2016/8/3, 38, , 32, 12, , 2
2016/8/4, 35, , 38, 12, , 2
2016/8/5, 35, , 29, 10, , 3
2016/8/6, 36, , 17, 13, , 2
2016/8/7, 45, , 25, 12, , 2
2016/8/8, 27, , 26, 11, , 2
2016/8/9, 35, , 32, 12, , 2
2016/8/10, 34, , 37, 13, , 3
2016/8/11, 41, , 33, 12, , 2
2016/8/12, 19, , 19, 6, , 1
2016/8/13, 40, , 29, 7, , 2
2016/8/14, 27, , 24, 11, , 2
2016/8/15, 28, , 25, 15, , 2
2016/8/16, 37, , 23, 10, , 2
2016/8/17, 29, , 29, 17, , 3
2016/8/18, 33, , 20, 14, , 8
2016/8/19, 37, , 28, 8, , 2
2016/8/20, 33, , 22, 5, , 2
2016/8/21, 27, , 21, 9, , 2
2016/8/22, 29, , 26, 14, , 2
2016/8/23, 34, , 40, 17, , 3
2016/8/24, 40, , 46, 15, , 2
2016/8/25, 43, , 30, 10, , 2
2016/8/26, 40, , 27, 11, , 2
2016/8/27, 37, , 24, 6, , 2
2016/8/28, 27, , 27, 11, , 2
2016/8/29, 29, , 28, 14, , 2
2016/8/30, 36, , 37, 14, , 3
2016/8/31, 37, , 25, 18, , 3
2016/9/1, 32, , 15, 9, , 2
2016/9/2, 32, , 17, 10, , 2
2016/9/3, 32, , 18, 6, , 1
2016/9/4, 25, , 23, 3, , 1
2016/9/5, 25, , 16, 10, , 1
2016/9/6, 24, , 21, 13, , 1
2016/9/7, 29, , 29, 12, , 2
2016/9/8, 22, , 24, 16, , 3
2016/9/9, 33, , 26, 12, , 2
2016/9/10, 40, , 25, 5, , 1
2016/9/11, 31, , 22, 14, , 2
2016/9/12, 28, , 33, 13, , 2
2016/9/13, 25, , 35, 14, , 2
2016/9/14, 34, , 19, 9, , 1
2016/9/15, 18, , 24, 13, , 3
2016/9/16, 31, , 29, 10, , 3
2016/9/17, 27, , 26, 5, , 2
2016/9/18, 20, , 13, 13, , 3
2016/9/19, 13, , 17, 16, , 3
2016/9/20, 24, , 29, 19, , 3
2016/9/21, 38, , 25, 20, , 3
2016/9/22, 28, , 26, 19, , 3
2016/9/23, 28, , 20, 6, , 1
2016/9/24, 39, , 25, 7, , 2
2016/9/25, 32, , 21, 15, , 2
2016/9/26, 25, , 21, 20, , 3
2016/9/27, 27, , 21, 9, , 1
2016/9/28, 25, , 18, 8, , 1
2016/9/29, 25, , 21, 7, , 1
2016/9/30, 23, , 23, 8, , 1
2016/4/1, 29, , 26, 13, 1, 3
2016/4/2, 29, , 25, 10, , 2
2016/4/3, 27, , 22, 18, 3, 2
2016/4/4, 34, , 30, 14, , 2
2016/4/5, 47, , 30, 23, 2, 4
2016/4/6, 47, , 38, 11, , 2
2016/4/7, 29, , 26, 13, 1, 3
2016/4/8, 37, , 29, 13, , 2
2016/4/9, 37, , 31, 9, , 2
2016/4/10, 31, , 36, 13, , 3
2016/4/11, 40, , 38, 14, , 3
2016/4/12, 43, , 27, 12, , 2
2016/4/13, 27, , 26, 17, , 2
2016/4/14, 33, , 31, 18, , 2
2016/4/15, 36, , 32, 8, , 1
2016/4/16, 26, , 31, 10, , 2
2016/4/17, 38, , 32, 16, 1, 2
2016/4/18, 36, , 28, 14, , 2
2016/4/19, 45, , 32, 8, , 2
2016/4/20, 25, , 40, 16, , 2
2016/4/21, 42, , 41, 26, , 3
2016/4/22, 65, , 31, 13, , 2
2016/4/23, 50, , 32, 10, , 1
2016/4/24, 27, , 26, 25, , 3
2016/4/25, 39, , 28, 13, , 2
2016/4/26, 34, , 32, 22, , 3
2016/4/27, 47, , 32, 15, , 2
2016/4/28, 27, , 27, 8, , 2
2016/4/29, 25, , 31, 10, , 2
2016/4/30, 26, , 26, 12, , 2
2016/5/1, 29, , 22, 15, , 2
2016/5/2, 30, , 22, 16, , 2
2016/5/3, 21, , 21, 10, , 1
2016/5/4, 21, , 19, 9, , 1
2016/5/5, 14, , 20, 7, , 1
2016/5/6, 20, , 15, 8, , 1
2016/5/7, 16, , 27, 9, , 2
2016/5/8, 30, , 31, 14, 1, 2
2016/5/9, 28, , 31, 19, , 2
2016/5/10, 38, , 35, 24, 1, 3
2016/5/11, 44, , 60, 16, , 2
2016/5/12, 34, , 33, , , 
2016/5/13, 43, , 40, , , 
2016/5/14, 26, , 26, 5, , 1
2016/5/15, 23, , 29, 13, , 2
2016/5/16, 36, , 32, 18, , 2
2016/5/17, 33, , 26, 12, , 2
2016/5/18, 34, , 27, 18, 1, 3
2016/5/19, 34, , 36, 17, 1, 2
2016/5/20, 40, , 28, 19, , 3
2016/5/21, 45, , 41, 7, , 1
2016/5/22, 19, , 34, 20, 1, 3
2016/5/23, 36, , 25, 9, , 1
2016/5/24, 24, , 46, 15, , 3
2016/5/25, 36, , 40, 27, 1, 3
2016/5/26, 58, , 40, 21, 1, 4
2016/5/27, 75, , 48, 9, , 3
2016/5/28, 63, , 36, 5, , 2
2016/5/29, 62, , 24, 6, , 2
2016/5/30, 27, , 35, 15, , 2
2016/5/31, 32, , 26, 8, 1, 1
2016/6/1, 30, , 16, 5, , 1
2016/6/2, 33, , 20, 9, , 2
2016/6/3, 40, , 30, 13, , 3
2016/6/4, 43, , 35, 8, , 2
2016/6/5, 37, , 40, 13, , 2
2016/6/6, 34, , 42, 18, , 3
2016/6/7, 50, , 21, 9, , 1
2016/6/8, 23, , 21, 8, , 1
2016/6/9, 21, , 23, 11, , 1
2016/6/10, 33, , 32, 12, , 3
2016/6/11, 43, , 30, 6, , 2
2016/6/12, 41, , 21, 7, , 1
2016/6/13, 23, , 25, 14, , 2
2016/6/14, 26, , 23, 16, , 2
2016/6/15, 39, , 32, 23, 1, 3
2016/6/16, 48, , 30, 9, 1, 1
2016/6/17, 39, , 29, 8, , 2
2016/6/18, 39, , 36, 7, , 2
2016/6/19, 43, , 36, 12, , 2
2016/6/20, 38, , 35, 14, , 2
2016/6/21, 39, , 30, 18, , 2
2016/6/22, 44, , 37, 15, , 2
2016/6/23, 45, , 22, 13, , 2
2016/6/24, 41, , 26, 12, , 3
2016/6/25, 41, , 43, 9, , 3
2016/6/26, 48, , 37, 9, , 2
2016/6/27, 39, , 31, 11, , 2
2016/6/28, 25, , 38, 12, , 2
2016/6/29, 30, , 35, 12, , 2
2016/6/30, 37, , 42, 13, , 3
2016/1/5, 42, , 18, 20, 1, 3
2016/1/6, 42, , 15, 29, 1, 5
2016/1/7, 47, , 7, 35, 3, 8
2016/1/8, 63, , 20, 24, 1, 3
2016/1/9, 54, , 19, 18, , 3
2016/1/10, 53, , 26, 11, , 3
2016/1/11, 27, , 22, 12, , 2
2016/1/12, 25, , 17, 21, 1, 3
2016/1/13, 39, , 22, 14, , 3
2016/1/14, 34, , 16, 21, , 3
2016/1/15, 45, , 17, 20, 1, 4
2016/1/16, 57, , 15, 18, , 4
2016/1/17, 43, , 19, 14, , 2
2016/1/18, 37, , 24, 15, 1, 2
2016/1/19, 36, , 24, 13, , 2
2016/1/20, 37, , 23, 15, , 2
2016/1/21, 37, , 25, 17, , 3
2016/1/22, 36, , 24, 19, , 2
2016/1/23, 41, , 24, 13, 1, 2
2016/1/24, 32, , 26, 17, 1, 3
2016/1/25, 45, , 19, 26, 1, 4
2016/1/26, 48, , 27, 24, 1, 4
2016/1/27, 55, , 16, 17, , 3
2016/1/28, 41, , 18, 25, 1, 4
2016/1/29, 38, , 9, 26, 2, 5
2016/1/30, 61, , 20, 11, , 3
2016/1/31, 36, , 24, 11, , 3
2016/2/1, 44, , 27, 16, , 3
2016/2/2, 49, , 25, 22, 1, 3
2016/2/3, 32, , 32, 18, , 3
2016/2/4, 36, , 29, 14, , 3
2016/2/5, 27, , 20, 15, , 2
2016/2/6, 36, , 22, 20, , 4
2016/2/7, 44, , 26, 18, , 3
2016/2/8, 58, , 28, 10, , 1
2016/2/9, 32, , 19, 27, 3, 4
2016/2/10, 44, , 13, 31, 1, 6
2016/2/11, 65, , 22, 16, , 3
2016/2/12, 39, , 23, 19, , 3
2016/2/13, 36, , 25, 15, 1, 3
2016/2/14, 52, , 19, 8, , 2
2016/2/15, 50, , 14, 23, 1, 4
2016/2/16, 53, , 31, 21, 1, 4
2016/2/17, 43, , 20, 14, , 3
2016/2/18, 36, , 23, 14, , 2
2016/2/19, 40, , 21, 21, 1, 3
2016/2/20, 42, , 31, 12, , 3
2016/2/21, 36, , 24, 9, , 3
2016/2/22, 31, , 21, 13, , 2
2016/2/23, 24, , 24, 21, 1, 3
2016/2/24, 33, , 24, 18, 1, 2
2016/2/25, 24, , 24, 8, , 2
2016/2/26, 23, , 26, 11, , 2
2016/2/27, 24, , 27, 12, , 3
2016/2/28, 33, , 30, 10, , 3
2016/2/29, 45, , 29, 14, , 3
2016/3/1, 49, , 29, 13, , 2
2016/3/2, 27, , 30, 11, , 2
2016/3/3, 36, , 23, 15, , 3
2016/3/4, 31, , 24, 19, , 3
2016/3/5, 42, , 27, 10, , 2
2016/3/6, 36, , 30, 15, , 3
2016/3/7, 43, , 23, 24, 1, 4
2016/3/8, 64, , 22, 19, , 4
2016/3/9, 63, , 37, 17, , 3
2016/3/10, 63, , 31, 26, 1, 5
2016/3/11, 64, , 22, 14, , 3
2016/3/12, 26, , 28, 13, , 3
2016/3/13, 30, , 32, 11, , 2
2016/3/14, 35, , 29, 7, , 1
2016/3/15, 30, , 27, 10, , 2
2016/3/16, 22, , 24, 12, , 2
2016/3/17, 20, , 29, 13, , 3
2016/3/18, 25, , 21, 13, , 3
2016/3/19, 25, , 30, 11, , 3
2016/3/20, 49, , 30, 6, , 2
2016/3/21, 30, , 27, 16, , 3
2016/3/22, 41, , 32, 15, , 3
2016/3/23, 38, , 32, 16, , 3
2016/3/24, 47, , 28, 11, , 1
2016/3/25, 34, , 22, 22, 1, 3
2016/3/26, 44, , 27, 10, , 2
2016/3/27, 32, , 22, 16, , 2
2016/3/28, 24, , 31, 8, , 2
2016/3/29, 27, , 36, 17, 1, 3
2016/3/30, 38, , 39, 10, , 2
2016/3/31, 35, , 31, 8, , 2
2015/10/1, 27, , 16, 7, , 1
2015/10/2, 35, , 17, 3, , 1
2015/10/3, 27, , 23, 3, , 1
2015/10/4, 40, , 14, 12, , 2
2015/10/5, 31, , 18, 18, 2, 3
2015/10/6, 44, , 21, 20, 1, 3
2015/10/7, 46, , 21, 12, , 2
2015/10/8, 31, , 28, 13, , 2
2015/10/9, 33, , 20, 9, , 2
2015/10/10, 32, , 12, 10, , 2
2015/10/11, 40, , 34, 15, , 3
2015/10/12, 50, , 23, 21, 1, 4
2015/10/13, 52, , 14, 11, , 2
2015/10/14, 31, , 18, 16, , 3
2015/10/15, 34, , 21, 17, , 3
2015/10/16, 39, , 16, 11, , 2
2015/10/17, 38, , 21, 7, , 2
2015/10/18, 35, , 19, 15, , 2
2015/10/19, 43, , 21, 22, 1, 3
2015/10/20, 50, , 11, 25, 1, 4
2015/10/21, 52, , 35, 21, , 3
2015/10/22, 61, , 20, 12, , 2
2015/10/23, 42, , 7, 16, , 2
2015/10/24, 37, , 17, 9, , 2
2015/10/26, 25, , 12, 14, 1, 3
2015/10/27, 32, , 13, 22, 1, 5
2015/10/28, 47, , 28, 15, 2, 3
2015/10/29, 41, , 24, 9, , 2
2015/10/30, 23, , 19, 13, , 2
2015/10/31, 33, , 18, 14, , 3
2015/11/1, 34, , 22, 12, , 3
2015/11/2, 42, , 17, 21, 2, 4
2015/11/3, 45, , 17, 26, 1, 5
2015/11/4, 49, , 21, 21, 1, 3
2015/11/5, 48, , 27, 15, , 3
2015/11/6, 41, , 18, 10, , 3
2015/11/7, 35, , 23, 8, , 1
2015/11/8, 33, , 22, 9, , 2
2015/11/9, 27, , 14, 20, 1, 4
2015/11/10, 44, , 12, 25, 2, 5
2015/11/11, 51, , 20, 8, , 2
2015/11/12, 41, , 17, 13, , 3
2015/11/13, 41, , 18, 9, , 2
2015/11/14, 24, , 18, 8, , 2
2015/11/15, 37, , 19, 13, 2, 3
2015/11/16, 33, , 20, 18, 1, 3
2015/11/17, 37, , 13, 16, 3, 3
2015/11/18, 27, , 11, 22, 2, 6
2015/11/19, 39, , 23, 15, , 2
2015/11/20, 18, , 23, 14, , 3
2015/11/21, 33, , 20, 15, 1, 2
2015/11/22, 34, , 12, 22, 2, 6
2015/11/23, 59, , 20, 14, , 2
2015/11/24, 28, , 17, 25, 1, 4
2015/11/25, 42, , 15, 29, 3, 6
2015/11/26, 55, , 26, 14, , 3
2015/11/27, 31, , 27, 10, , 2
2015/11/28, 22, , 18, 12, , 2
2015/11/29, 23, , 19, 11, 1, 2
2015/11/30, 39, , 17, 16, 1, 2
2015/12/1, 29, , 15, 26, 3, 4
2015/12/2, 31, , 3, 20, 2, 6
2015/12/3, 54, , 13, 16, 1, 4
2015/12/4, 26, , 12, 15, 1, 3
2015/12/5, 32, , 14, 18, 1, 5
2015/12/6, 46, , 18, 17, 1, 5
2015/12/7, 56, , 16, 24, 2, 5
2015/12/8, 69, , 15, 13, , 2
2015/12/9, 33, , 19, 17, 1, 4
2015/12/10, 44, , 18, 23, 1, 4
2015/12/11, 49, , 17, 22, 1, 5
2015/12/12, 65, , 13, 19, 2, 6
2015/12/13, 45, , 15, 12, 2, 3
2015/12/14, 29, , 13, 17, 2, 4
2015/12/15, 40, , 14, 11, 1, 3
2015/12/16, 23, , 19, 12, , 2
2015/12/17, 26, , 17, 18, 3, 3
2015/12/18, 25, , 16, 16, 1, 4
2015/12/19, 29, , 20, 10, , 2
2015/12/20, 27, , 21, 13, , 3
2015/12/21, 31, , 22, 18, , 3
2015/12/22, 42, , 14, 18, 1, 4
2015/12/23, 32, , 13, 20, 1, 4
2015/12/24, 37, , 12, 15, , 4
2015/12/25, 23, , 16, 15, , 4
2015/12/26, 26, , 22, 9, , 1
2015/12/27, 28, , 18, 11, , 3
2015/12/28, 29, , 24, 11, , 2
2015/12/29, 23, , 23, 12, , 2
2015/12/30, 27, , 16, 27, 2, 4
2015/12/31, 56, , 12, 23, 1, 6
2016/1/1, 57, , , , , 
2016/1/4, 53, , 17, 18, , 3
2015/7/1, 51, , 30, 17, , 3
2015/7/2, 51, , 26, 14, , 2
2015/7/3, 48, , 25, 14, 2, 3
2015/7/4, 69, , 30, 11, 1, 3
2015/7/5, 90, , 39, 16, , 4
2015/7/6, 76, , 27, 9, , 2
2015/7/7, 54, , 28, 12, , 3
2015/7/8, 70, , 23, 7, , 2
2015/7/9, 68, , 30, 13, , 3
2015/7/10, 64, , 31, 12, , 3
2015/7/11, 61, , 32, 9, , 3
2015/7/12, 64, , 27, 13, , 3
2015/7/13, 76, , 27, 11, , 2
2015/7/14, 55, , 33, 13, , 2
2015/7/15, 36, , 21, 6, , 1
2015/7/16, 38, , 37, 13, , 3
2015/7/17, 52, , 28, 10, , 2
2015/7/18, 32, , 35, 7, , 3
2015/7/19, 47, , 31, 16, , 3
2015/7/20, 62, , 29, 19, 1, 3
2015/7/21, 62, , 21, 12, , 2
2015/7/22, 43, , 21, 10, , 2
2015/7/23, 45, , 22, 13, , 2
2015/7/24, 44, , 16, 6, , 2
2015/7/25, 41, , 34, 7, , 3
2015/7/26, 50, , 37, 15, , 3
2015/7/27, 41, , 46, 12, , 3
2015/7/28, 56, , 36, 16, , 3
2015/7/29, 62, , 37, 14, , 3
2015/7/30, 64, , 25, 13, , 2
2015/7/31, 46, , 31, 13, , 3
2015/8/1, 43, , 28, 8, , 2
2015/8/2, 40, , 40, 13, , 2
2015/8/3, 53, , 39, 16, , 3
2015/8/4, 50, , 26, 15, , 2
2015/8/5, 43, , 16, 12, , 2
2015/8/6, 47, , 18, 11, , 2
2015/8/7, 39, , 17, 8, , 2
2015/8/8, 38, , 7, 11, , 2
2015/8/9, 35, , 26, 13, 55, 2
2015/8/10, 45, , 18, 10, 1, 2
2015/8/11, 34, , 24, 13, , 2
2015/8/12, 32, , 22, 12, , 2
2015/8/13, 37, , 33, 15, , 3
2015/8/14, 45, , 36, 14, , 3
2015/8/15, 47, , 38, 11, , 4
2015/8/16, 47, , 35, 15, , 3
2015/8/17, 57, , 44, 16, , 3
2015/8/18, 72, , 29, 13, , 2
2015/8/19, 43, , 21, 8, , 2
2015/8/20, 33, , 20, 12, , 2
2015/8/21, 38, , 22, 10, , 2
2015/8/22, 27, , 13, 6, , 1
2015/8/23, 21, , 11, 10, , 1
2015/8/24, 31, , 27, 10, , 2
2015/8/25, 33, , 31, 16, , 3
2015/8/26, 54, , 24, 13, , 3
2015/8/27, 48, , 18, 10, , 3
2015/8/28, 34, , 25, 13, , 4
2015/8/29, 34, , 39, 12, , 3
2015/8/30, 55, , 34, 17, , 3
2015/8/31, 58, , 24, 10, , 3
2015/9/1, 61, , 35, 16, , 4
2015/9/2, 65, , 30, 16, 2, 4
2015/9/3, 70, , 20, 9, 1, 2
2015/9/4, 37, , 19, 10, , 2
2015/9/5, 27, , 37, 9, , 3
2015/9/6, 35, , 58, 9, , 3
2015/9/7, 43, , 48, 23, 6, 3
2015/9/8, 63, , 29, 14, 1, 3
2015/9/9, 43, , 20, 12, , 2
2015/9/10, 29, , 22, 10, , 2
2015/9/11, 22, , 26, 9, , 3
2015/9/12, 22, , 23, 4, , 1
2015/9/13, 13, , 15, 8, , 2
2015/9/14, 26, , 27, 15, , 2
2015/9/15, 43, , 32, 19, , 3
2015/9/16, 45, , 39, 22, , 4
2015/9/17, 45, , 72, 24, , 4
2015/9/18, 59, , 31, 12, , 3
2015/9/19, 45, , 22, 7, , 2
2015/9/20, 24, , 19, 7, , 1
2015/9/21, 29, , 15, 12, 1, 1
2015/9/22, 26, , 21, 18, 2, 3
2015/9/23, 33, , 21, 18, 1, 3
2015/9/24, 34, , 19, 13, , 2
2015/9/25, 30, , 20, 11, 1, 2
2015/9/26, 34, , 25, 13, 1, 3
2015/9/27, 38, , 25, 16, , 3
2015/9/28, 37, , 21, 9, , 2
2015/9/29, 24, , 20, 9, , 1
2015/9/30, 15, , 15, 8, , 1
2015/4/1, 44, , 37, 29, 1, 4
2015/4/2, 52, , 34, 21, , 4
2015/4/3, 60, , 27, 12, , 3
2015/4/4, 47, , 32, 10, , 2
2015/4/5, 35, , 28, 16, , 3
2015/4/6, 39, , 23, 16, , 2
2015/4/7, 48, , 28, 11, , 2
2015/4/8, 42, , 30, 11, , 2
2015/4/9, 32, , 25, 18, , 3
2015/4/10, 38, , 31, 10, , 2
2015/4/11, 38, , 33, 12, , 3
2015/4/12, 38, , 39, 23, 1, 3
2015/4/13, 46, , 36, 18, , 3
2015/4/14, 37, , 32, 21, , 2
2015/4/15, 33, , 33, 19, 1, 3
2015/4/16, 36, , 27, 19, , 3
2015/4/17, 38, , 31, 13, , 2
2015/4/18, 46, , 29, 7, , 2
2015/4/19, 34, , 28, 11, , 1
2015/4/20, 36, , 26, 15, 1, 3
2015/4/21, 34, , 38, 19, 1, 3
2015/4/22, 44, , 28, 12, , 2
2015/4/23, 28, , 20, 10, , 2
2015/4/24, 38, , 24, 9, , 2
2015/4/25, 34, , 22, 11, , 2
2015/4/26, 33, , 26, 13, , 2
2015/4/27, 32, , 29, 9, , 2
2015/4/28, 23, , 27, 13, , 2
2015/4/29, 24, , 25, 10, , 2
2015/4/30, 19, , 25, 8, 1, 1
2015/5/1, 25, , 26, 9, , 3
2015/5/2, 33, , 33, 7, , 2
2015/5/3, 45, , 46, 8, , 2
2015/5/4, 54, , 41, 14, , 2
2015/5/5, 62, , 34, 15, , 2
2015/5/6, 35, , 39, 15, , 4
2015/5/7, 35, , 35, 13, 1, 2
2015/5/8, 52, , 25, 9, 1, 3
2015/5/9, 43, , 34, 6, , 4
2015/5/10, 33, , 17, 9, , 2
2015/5/11, 55, , 31, 11, , 2
2015/5/12, 56, , 31, 10, , 2
2015/5/13, 39, , 33, 17, , 3
2015/5/14, 47, , 33, 23, , 3
2015/5/15, 56, , 36, 14, , 3
2015/5/16, 52, , 34, 8, , 2
2015/5/17, 63, , 30, 6, , 1
2015/5/18, 43, , 22, 14, , 3
2015/5/19, 45, , 19, 11, , 2
2015/5/20, 46, , 32, 17, , 2
2015/5/21, 45, , 35, 16, , 2
2015/5/22, 51, , 27, 9, , 2
2015/5/23, 39, , 50, 8, , 2
2015/5/24, 48, , , , , 
2015/5/26, 60, , 32, 11, , 2
2015/5/27, 51, , 34, 12, , 2
2015/5/28, 56, , 19, 13, 1, 2
2015/5/29, 34, , 27, 11, 1, 3
2015/5/30, 43, , 25, 4, , 1
2015/5/31, 35, , 20, 6, , 1
2015/6/1, 31, , 23, 8, , 1
2015/6/2, 25, , 19, 10, , 2
2015/6/3, 34, , 22, 12, , 2
2015/6/4, 36, , 25, 15, , 2
2015/6/5, 43, , 21, 13, , 2
2015/6/6, 39, , 25, 11, , 2
2015/6/7, 44, , 32, 10, , 2
2015/6/8, 40, , 31, 10, , 2
2015/6/9, 52, , 35, 15, , 2
2015/6/10, 49, , 39, 17, , 3
2015/6/11, 77, , 42, 20, 2, 3
2015/6/12, 61, , 28, 9, 1, 2
2015/6/13, 52, , 24, 12, , 2
2015/6/14, 50, , 18, 9, , 1
2015/6/15, 38, , 19, 14, , 2
2015/6/16, 55, , 23, 11, , 2
2015/6/17, 41, , 34, 16, , 3
2015/6/18, 50, , 31, 13, 1, 2
2015/6/19, 44, , 23, 8, 1, 2
2015/6/20, 45, , 23, 10, , 2
2015/6/21, 39, , 22, 17, , 2
2015/6/22, 54, , 41, 16, , 3
2015/6/23, 66, , 25, 13, , 2
2015/6/24, 46, , 25, 17, , 3
2015/6/25, 52, , 22, 13, , 1
2015/6/26, 50, , 23, 12, , 3
2015/6/27, 50, , 21, 5, , 1
2015/6/28, 32, , 17, 14, , 3
2015/6/29, 37, , 32, 13, , 3
2015/6/30, 39, , 44, 13, , 3
2015/1/2, 56, , 14, , , 
2015/1/3, 53, , 19, , , 
2015/1/4, 31, , 11, , , 
2015/1/5, 31, , 18, , , 
2015/1/6, 30, , 15, , , 
2015/1/7, 41, , 17, , , 
2015/1/8, 62, , 16, , , 
2015/1/9, 51, , 13, , , 
2015/1/10, 54, , 16, , , 
2015/1/11, 57, , 18, , , 
2015/1/12, 60, , 13, , , 
2015/1/13, 63, , 17, , , 
2015/1/14, 49, , 6, , , 
2015/1/15, 72, , 10, 29, 1, 5
2015/1/16, 61, , 20, 19, , 3
2015/1/17, 53, , 20, 16, , 3
2015/1/18, 36, , 25, 25, , 4
2015/1/19, 55, , 15, , , 
2015/1/20, 27, , 16, , , 
2015/1/21, 34, , 13, , , 
2015/1/22, 38, , 10, , , 
2015/1/23, 47, , 18, , , 
2015/1/24, 54, , 14, , , 
2015/1/25, 72, , 20, , , 
2015/1/26, 42, , 20, , , 
2015/1/27, 42, , 21, 11, 3, 2
2015/1/28, 30, , 19, 19, , 3
2015/1/29, 43, , 12, 37, 3, 5
2015/1/30, 54, , 18, 27, 1, 4
2015/1/31, 57, , 23, 12, , 2
2015/2/1, 43, , 20, 19, 2, 3
2015/2/2, 53, , 18, 19, 2, 2
2015/2/3, 36, , 18, 25, 2, 4
2015/2/4, 46, , 18, 32, 4, 4
2015/2/5, 67, , 21, 27, 1, 3
2015/2/6, 55, , 18, 26, 1, 4
2015/2/7, 55, , 17, 23, 1, 4
2015/2/8, 74, , 17, 22, 2, 3
2015/2/9, 64, , 18, 23, 1, 2
2015/2/10, 39, , 21, 19, 1, 2
2015/2/11, 29, , 19, 21, 6, 3
2015/2/12, 38, , 9, 40, 5, 7
2015/2/13, 78, , 20, 18, , 3
2015/2/14, 51, , 20, 25, 2, 3
2015/2/15, 58, , 24, 15, 1, 2
2015/2/16, 45, , 24, 14, , 2
2015/2/17, 46, , 15, 31, 6, 3
2015/2/18, 52, , 18, 34, 2, 4
2015/2/19, 58, , 24, 27, 2, 4
2015/2/20, 69, , 22, 18, , 3
